-3.820129910482137348e+00,6.446625614460216314e-01
-3.675333658539245985e+00,1.002607500180939581e+00
-3.668531098611708341e+00,-1.036571275819020199e+00
-1.911698575671101574e+00,-3.483949305104276473e+00
-1.846965101183398517e+00,3.263962117566237886e+00
-1.194816076105912561e+00,3.648790081196048085e+00
-9.326212411001869040e-02,3.627589678950820407e+00
-5.242419146967927657e-02,-3.403829036991644852e+00
1.071595974563862130e+00,-3.315631168758618852e+00
1.775607514392627762e+00,3.097429516710358488e+00
2.033764004379332135e+00,-3.100213659949552003e+00
3.186796017335913778e+00,-2.094384215342111943e+00
3.470745413427030801e+00,1.014519702592205919e+00
