1.961049815654217987e+00,2.369144542328010861e+00
2.192337787487534939e+00,2.318600163899701805e+00
1.521558144284699265e-01,-7.210751666448493857e-01
-8.056017568148912122e-01,1.027754256471189009e+00
-2.614587751783401526e-01,1.931420668713252464e+00
5.988693713166695076e-01,2.626360686435014635e+00
1.066842496654927031e+00,-7.269644285942304940e-01
1.521558144284699265e-01,-7.210751666448493857e-01
1.864365762887414846e+00,-6.366598586040050911e-01
1.066842496654927031e+00,-7.269644285942304940e-01
2.711735645570475306e+00,5.458532144358864135e-01
2.326325943693400511e+00,-4.410763718432912928e-01
2.562457369998533352e+00,1.358114347138477340e+00
2.711735645570475306e+00,5.458532144358864135e-01
-8.056017568148912122e-01,1.027754256471189009e+00
-2.614587751783401526e-01,1.931420668713252464e+00
5.988693713166695076e-01,2.626360686435014635e+00
1.961049815654217987e+00,2.369144542328010861e+00
2.192337787487534939e+00,2.318600163899701805e+00
2.562457369998533352e+00,1.358114347138477340e+00
2.326325943693400511e+00,-4.410763718432912928e-01
1.864365762887414846e+00,-6.366598586040050911e-01
