-3.997361878671782609e+00,-1.312131059603809824e+00
-3.389909625124057246e+00,-3.351092112445265947e+00
-3.276708508808867215e+00,2.575275383626039805e+00
-2.500992894455730475e+00,3.356835694469475495e+00
-1.500917953472065136e+00,4.055620351744078533e+00
-8.045746123047813336e-01,-3.772507513944322710e+00
4.755473209204411078e-01,-3.928253599464686996e+00
1.354187296793173623e+00,4.226481286205192589e+00
2.477448599900830217e+00,-3.169991765482565338e+00
3.808924893348150764e+00,-2.881675879363902459e-01
4.079407404773155221e+00,3.902599846984547316e+00
