-1.386309374820223539e+00,8.906259808735834671e-01
-7.173509388966294864e-01,-3.515967269225972469e-01
-3.042022235536478991e-01,-7.423233272785556558e-01
9.988701788456048059e-01,-1.551665031133275363e+00
1.805420864480927978e+00,-1.376373839408665312e+00
2.595529970822028965e+00,-5.148362827647714468e-01
2.848076156252854041e+00,-1.041712026880305952e-01
2.924061232700386537e+00,6.551890185024678015e-02
3.037286535005968346e+00,9.424249414911585188e-01
3.065318092221898105e+00,1.292592922596511817e+00
3.065318092221898105e+00,1.292592922596511817e+00
2.962987258190750595e+00,1.776188957262910373e+00
2.814323979549037347e+00,2.271642380937306527e+00
2.429220444071024332e+00,2.785886611309591032e+00
1.734443812982886302e+00,3.202246542922634553e+00
1.485119246605423271e+00,3.246283451739167880e+00
1.011170994789188704e+00,3.249691636096191161e+00
4.856947014265411422e-01,3.093484927492992753e+00
-2.592760420311288616e-01,2.710432050717645147e+00
-1.015167359565118499e+00,2.108932438189587089e+00
-1.386309374820223539e+00,8.906259808735834671e-01
