-1.321674333757651976e-01,-2.381287083520058356e-01
-5.927180948639521052e-01,1.240812823530302200e+00
7.381514748098889633e-01,-4.002439960024075649e-01
-1.321674333757651976e-01,-2.381287083520058356e-01
1.973303530661136618e+00,1.668555663342172535e+00
2.047037873651401441e+00,9.018579637881769528e-01
7.926851508087713327e-01,2.196279377391004761e+00
1.365939756729446231e+00,2.320998903709900141e+00
1.966530610660669254e+00,4.843534089034433610e-01
1.370205446503002911e+00,-1.419920785710140354e-01
2.055015032824009769e+00,7.225694136185001337e-01
1.966530610660669254e+00,4.843534089034433610e-01
-5.927180948639521052e-01,1.240812823530302200e+00
7.926851508087713327e-01,2.196279377391004761e+00
1.365939756729446231e+00,2.320998903709900141e+00
1.829994236844191047e+00,2.014832939619858543e+00
1.370205446503002911e+00,-1.419920785710140354e-01
7.381514748098889633e-01,-4.002439960024075649e-01
2.047037873651401441e+00,9.018579637881769528e-01
2.052446142966501963e+00,7.843601543195755088e-01
2.052446142966501963e+00,7.843601543195755088e-01
2.055015032824009769e+00,7.225694136185001337e-01
1.829994236844191047e+00,2.014832939619858543e+00
1.973303530661136618e+00,1.668555663342172535e+00
