-9.388789637890440076e-01,1.430101322765904959e+00
-3.958152526759906031e-02,8.703524100742343617e-02
8.048980641076756148e-01,-2.108068381658343426e-01
1.503188785262598248e+00,-4.289858687771963552e-01
2.288550050057927887e+00,2.993217086692541162e-01
2.481517266354510198e+00,1.144786316574976093e+00
2.481517266354510198e+00,1.144786316574976093e+00
1.666396551537411952e+00,2.401903011473272009e+00
7.264756889193590972e-01,2.482828408095168804e+00
1.128097909502704388e-01,2.341163639021145659e+00
-9.388789637890440076e-01,1.430101322765904959e+00
