-4.599939321439908468e+00,4.523754523431353092e-01
-3.799574454601666318e+00,-1.319150231343382940e+00
-3.208183743817915712e+00,3.107039845207863138e+00
-3.201254041665327232e+00,-2.245008820724754717e+00
-2.443806401456217081e+00,3.528319756217755732e+00
-1.966325909842387532e+00,-3.216338080510710462e+00
-8.266243225821695573e-01,-3.848577834942012110e+00
-8.179993674372996182e-01,3.927294383875609363e+00
4.952011045317452065e-01,-4.071480656795703368e+00
9.086616273778534980e-01,-3.955644354610906799e+00
9.928798274261062540e-01,3.888372424670186067e+00
2.708128091694329331e+00,-2.767023138962769302e+00
3.485319151167769469e+00,2.780954734340895129e+00
3.626875422959838335e+00,-1.588335203554230635e+00
4.020272025499425084e+00,-2.960787113899390199e-01
4.393366723050593947e+00,1.117793205222734176e+00
