-2.823351747402249146e+00,3.593974793341647017e-02
-2.401536271903251141e+00,1.361753933262496385e+00
-1.955789225535605746e+00,-1.681380461008058047e+00
-1.458991216679754066e+00,1.796990954850993694e+00
-1.058622148244216188e+00,-2.873241030192475343e+00
-8.466593591757004544e-01,1.882350922162017604e+00
-3.471758535446812788e-01,1.848631486256509859e+00
1.368768987410625915e+00,1.379993334512588765e+00
2.102866181839054605e+00,8.941216942244278876e-01
2.197685047250039325e+00,-2.691230508576330394e+00
2.433852884298174590e+00,-1.169634272045200429e+00
