-4.382854177274208674e+00,2.270356376948478305e-01
-4.319426321650108314e+00,-4.731848360541338061e-01
-4.020418264100024786e+00,1.845411566157001637e+00
-3.391723286666974424e+00,-3.126059124449526827e+00
-2.524768245049685778e+00,3.625887772139149146e+00
-1.615448880758538985e+00,4.256669888024521953e+00
-1.499182799948169054e+00,-4.244422249866778962e+00
-1.065331556814351321e+00,4.511901410759265652e+00
-6.280518564150121552e-01,4.505112482736428170e+00
1.467525235672098027e+00,-4.664814389377626824e+00
1.909041136841459263e+00,4.213105952848101410e+00
3.631309753106997995e+00,3.502579815678105835e+00
4.097554248495595353e+00,-2.288553195117385641e+00
4.328854494866555491e+00,8.689492662220100749e-01
4.345978587356417400e+00,-7.901863955494696778e-01
